date,open,close,high,low,volume
2025-01-02,4.92,4.9,5.03,4.85,122591.37
2025-01-03,4.91,4.67,4.93,4.66,141612.11
2025-01-06,4.66,4.65,4.67,4.51,101448.69
2025-01-07,4.63,4.7,4.7,4.61,77558.95
2025-01-08,4.68,4.72,4.73,4.57,82595.2
2025-01-09,4.68,4.65,4.71,4.64,59646.0
2025-01-10,4.66,4.54,4.68,4.53,55427.0
2025-01-13,4.54,4.59,4.61,4.48,60740.55
2025-01-14,4.64,4.74,4.75,4.63,96697.2
2025-01-15,4.72,4.77,4.83,4.72,85506.26
2025-01-16,4.78,4.82,4.86,4.77,75426.84
2025-01-17,4.82,4.82,4.86,4.77,47916.0
2025-01-20,4.84,4.91,4.95,4.81,83239.77
2025-01-21,4.9,4.88,4.94,4.84,62910.0
2025-01-22,4.88,4.89,4.91,4.84,58839.0
2025-01-23,4.93,4.92,4.99,4.91,83152.09
2025-01-24,4.92,4.95,4.96,4.89,79497.05
2025-01-27,4.95,5.01,5.1,4.95,145803.0
2025-02-05,5.02,4.86,5.04,4.82,95024.03
2025-02-06,4.88,4.89,4.89,4.83,75505.0
2025-02-07,4.89,4.91,4.97,4.86,84228.0
2025-02-10,4.91,4.99,4.99,4.89,77999.03
2025-02-11,5.0,4.95,5.0,4.92,50895.03
2025-02-12,4.96,4.95,4.98,4.9,57839.03
2025-02-13,4.94,4.93,4.96,4.91,68974.62
2025-02-14,4.9,4.89,4.96,4.87,72739.59
2025-02-17,4.88,4.89,4.94,4.86,71780.44
2025-02-18,4.87,4.75,4.89,4.72,91462.34
2025-02-19,4.76,4.78,4.79,4.74,50577.14
2025-02-20,4.78,4.8,4.83,4.77,52544.7
2025-02-21,4.81,4.77,4.81,4.75,60153.61
2025-02-24,4.77,4.86,4.96,4.73,108010.48
2025-02-25,4.82,4.82,4.88,4.8,64907.14
2025-02-26,4.84,4.86,4.87,4.82,54719.5
2025-02-27,4.87,4.9,4.93,4.85,74137.14
2025-02-28,4.89,4.82,4.93,4.82,110937.85
2025-03-03,4.85,4.82,4.91,4.8,71250.57
2025-03-04,4.79,4.86,4.86,4.79,55898.04
2025-03-05,4.84,4.86,4.87,4.79,63268.86
2025-03-06,4.9,4.88,4.9,4.84,70220.37
2025-03-07,4.87,4.85,4.89,4.83,62303.45
2025-03-10,4.85,4.88,4.9,4.84,64282.35
2025-03-11,4.86,4.94,4.95,4.84,108158.2
2025-03-12,4.93,4.93,4.98,4.92,104897.23
2025-03-13,4.92,4.95,4.95,4.87,98769.89
2025-03-14,4.95,5.03,5.04,4.92,154714.73
2025-03-17,5.05,5.09,5.11,5.05,129672.57
2025-03-18,5.1,5.1,5.13,5.05,101989.93
2025-03-19,5.09,5.1,5.12,5.06,76610.06
2025-03-20,5.08,5.1,5.16,5.08,104585.0
2025-03-21,5.09,5.13,5.16,5.08,139840.0
2025-03-24,5.15,5.16,5.28,5.08,328849.73
2025-03-25,5.13,5.22,5.26,5.1,255023.71
2025-03-26,5.2,5.32,5.34,5.17,298855.04
2025-03-27,5.32,5.19,5.36,5.17,261335.0
2025-03-28,5.16,5.12,5.22,5.1,166759.02
2025-03-31,5.1,5.02,5.13,4.98,145145.9
2025-04-01,5.02,5.15,5.18,5.02,146940.71
2025-04-02,5.14,5.15,5.21,5.12,93041.15
2025-04-03,5.13,5.28,5.36,5.1,227801.24
2025-04-07,5.08,4.75,5.12,4.75,267572.06
2025-04-08,4.8,4.95,5.02,4.8,265681.94
