date,open,close,high,low,volume
2025-01-02,16.01,16.01,17.56,16.01,307282.88
2025-01-03,16.2,14.41,16.2,14.41,227945.0
2025-01-06,13.98,13.93,14.6,13.43,179290.34
2025-01-07,14.0,14.15,14.49,13.78,117908.1
2025-01-08,14.15,13.66,14.15,13.23,171487.0
2025-01-09,13.62,13.78,14.5,13.51,105187.98
2025-01-10,13.67,12.75,13.89,12.72,108512.0
2025-01-13,12.75,12.53,12.75,12.1,81104.02
2025-01-14,12.8,13.33,13.5,12.79,103202.0
2025-01-15,13.36,13.12,13.52,13.1,72071.0
2025-01-16,13.19,13.21,13.53,13.08,58582.0
2025-01-17,13.2,12.87,13.29,12.8,51963.0
2025-01-20,12.9,13.05,13.26,12.82,65243.02
2025-01-21,13.13,12.99,13.14,12.68,59036.0
2025-01-22,12.98,12.58,12.98,12.5,42529.0
2025-01-23,12.68,12.5,12.98,12.5,50311.0
2025-01-24,12.6,12.56,12.61,12.29,37762.02
2025-01-27,12.63,12.5,12.85,12.43,42106.02
2025-02-05,12.79,12.68,12.79,12.48,34853.02
2025-02-06,12.8,13.07,13.09,12.57,48224.02
2025-02-07,13.0,13.28,13.66,13.0,69750.02
2025-02-10,13.44,14.61,14.61,13.35,91396.0
2025-02-11,14.76,14.21,15.33,14.15,180787.0
2025-02-12,14.3,14.66,15.3,14.12,127190.0
2025-02-13,14.64,14.29,14.64,14.13,81804.8
2025-02-14,14.27,14.1,14.27,14.02,57483.0
2025-02-17,14.19,14.38,14.46,14.17,57102.0
2025-02-18,14.45,13.71,14.48,13.68,53163.0
2025-02-19,13.79,14.2,14.37,13.64,67447.0
2025-02-20,14.5,14.3,14.8,14.18,93967.45
2025-02-21,14.26,14.08,14.4,13.94,60779.0
2025-02-24,13.98,13.94,14.14,13.8,52263.08
2025-02-25,13.94,14.44,14.9,13.76,128040.0
2025-02-26,14.53,14.42,14.85,14.32,91050.0
2025-02-27,14.33,14.78,15.33,13.97,105178.45
2025-02-28,14.87,16.26,16.26,14.87,51761.0
2025-03-03,16.95,15.68,17.33,15.23,239899.53
