date,open,close,high,low,volume
2025-01-02,18.14,18.79,19.7,17.68,194058.22
2025-01-03,18.99,17.9,19.08,17.82,112575.0
2025-01-06,17.9,17.34,18.7,17.3,108284.0
2025-01-07,17.34,17.86,17.88,17.24,82314.41
2025-01-08,17.87,18.04,18.49,17.35,86872.1
2025-01-09,17.82,17.9,18.2,17.81,57528.0
2025-01-10,17.89,17.15,18.05,17.12,58907.0
2025-01-13,15.68,16.33,16.49,15.5,149760.01
2025-01-14,16.4,17.16,17.22,16.21,88741.2
2025-01-15,17.18,16.84,17.28,16.8,50900.0
2025-01-16,16.77,16.67,17.16,16.55,57517.02
2025-01-17,16.4,16.55,16.67,16.34,47172.0
2025-01-20,16.7,16.78,16.84,16.6,41091.2
2025-01-21,16.98,18.28,18.4,16.41,166424.33
2025-01-22,17.69,17.74,18.5,17.69,115202.4
2025-01-23,18.16,17.56,18.33,17.55,79676.37
2025-01-24,17.71,17.54,17.78,17.35,50711.0
2025-01-27,17.6,17.34,17.85,17.11,66703.0
2025-02-05,17.47,17.23,17.49,17.12,42343.21
2025-02-06,17.23,17.88,18.05,17.1,83941.62
2025-02-07,17.8,17.94,18.2,17.69,86249.01
2025-02-10,18.17,18.71,19.0,18.02,123626.11
2025-02-11,18.63,18.25,18.7,18.18,71055.0
2025-02-12,18.25,18.38,18.43,18.07,57233.0
2025-02-13,18.39,18.12,18.57,18.09,57815.0
2025-02-14,17.92,18.05,18.16,17.8,55598.01
2025-02-17,18.1,18.0,18.23,17.78,47217.02
2025-02-18,18.0,18.4,18.98,17.87,161064.62
2025-02-19,18.01,18.56,18.75,18.01,104601.62
2025-02-20,18.48,19.45,19.86,18.42,244057.76
2025-02-21,19.04,18.99,19.35,18.88,163759.0
2025-02-24,18.85,18.81,19.29,18.59,116171.04
2025-02-25,18.6,18.59,18.94,18.54,91366.72
2025-02-26,18.7,18.81,19.26,18.5,94485.19
2025-02-27,18.68,18.08,18.83,17.82,117164.01
2025-02-28,17.92,17.19,18.1,17.11,91727.95
2025-03-03,17.18,17.21,17.36,17.03,59196.87
2025-03-04,17.28,17.56,17.78,17.08,75739.08
2025-03-05,17.53,18.08,18.18,17.35,96791.25
2025-03-06,18.0,18.18,18.2,17.88,85349.0
2025-03-07,18.05,18.16,18.68,18.01,95079.02
2025-03-10,18.03,18.16,18.38,18.03,60731.0
2025-03-11,18.13,18.25,18.38,17.91,64971.79
2025-03-12,18.4,18.47,18.96,18.3,104878.01
2025-03-13,18.35,18.26,18.75,18.03,70093.81
2025-03-14,18.19,18.3,18.51,18.0,71736.4
2025-03-17,18.3,18.61,19.4,18.26,190135.12
2025-03-18,18.63,18.85,19.2,18.51,135560.67
